,business_supplier,contacts_url,gold_status,gold_years,main_products,supplier_url,supplier_name_copy,rating,contact_name,contact_dept,Address:,Zip:,Country/Region:,Province/State:,City:
5284,"Ningbo Goldshine Electronic Co., Ltd.",https://goldshinechina.en.alibaba.com/contactinfo.html,Gold Supplier,10,"weighing scale, crane scale, wheel scale, floor scale, load cell",https://goldshinechina.en.alibaba.com/company_profile.html#top-nav-bar,"Ningbo Goldshine Electronic Co., Ltd.",0.0,Ms. Judy Zhu,Sales,"No.3 Building Xiapu Industry Zone Ningbo , China ZIP: 315807",315807,China,Zhejiang,Ningbo
5285,"Guangzhou YOUYO Electronics Technology Co., Ltd.",https://youyo.en.alibaba.com/contactinfo.html,Gold Supplier,1,"label printing scales, scales spare parts, POS printer, POS cash register, commercial equipment",https://youyo.en.alibaba.com/company_profile.html#top-nav-bar,"Guangzhou YOUYO Electronics Technology Co., Ltd.",5.0,,,,,China,,
5286,"A & E Lab Instruments (Guangzhou) Co., Ltd.",https://aelabhk.en.alibaba.com/contactinfo.html,Supplier,7,"Spectrophotometer, Melting Point Device, Portable Incubator, Hotplate Stirrer, Pipette",https://aelabhk.en.alibaba.com/company_profile.html#top-nav-bar,"A & E Lab Instruments (Guangzhou) Co., Ltd.,Supplier",5.0,Ms. Ella Wu,Director/CEO/General Manager,"#1708, 17F,New Century Plaza, No.2-6 Hongde Rd.",510000,China,Guangdong,Guangzhou
5287,"Guangzhou Leyte Medical Equipment Co., Limited",https://leytemedica.en.alibaba.com/contactinfo.html,Gold Supplier,6,"B ultrasound scanner, X-ray machine, lab analyzer, patient monitor, ECG",https://leytemedica.en.alibaba.com/company_profile.html#top-nav-bar,"Guangzhou Leyte Medical Equipment Co., Limited",4.8,Ms. Locy Huang,Director/CEO/General Manager,"Room 322 .Daxin Business Plaza.Shangjiao Dashi town, Panyu Area",511430,China,Guangdong,Guangzhou
5288,"Ningbo Saintbond Electronic Co., Ltd.",https://saintbond.en.alibaba.com/contactinfo.html,Gold Supplier,2,"weighing scale, crane scale, wheel scale, load cell, floor scale",https://saintbond.en.alibaba.com/company_profile.html#top-nav-bar,"Ningbo Saintbond Electronic Co., Ltd.",5.0,,,,,,,
5289,"Guangzhou Mebamy Cosmetics Co., Ltd.",https://oemskincare.en.alibaba.com/contactinfo.html,Supplier,3,Skin Care,https://oemskincare.en.alibaba.com/company_profile.html#top-nav-bar,,,,,,,,,
5290,"Guangzhou Yunzhidian Technology Co., Ltd.",https://yunzhidian.en.alibaba.com/contactinfo.html,Gold Supplier,1,"Facial mask, Body odor, Sunscreen, Whitening, Freckle",https://yunzhidian.en.alibaba.com/company_profile.html#top-nav-bar,"Guangzhou Yunzhidian Technology Co., Ltd.",,Ms. chloe wei,Director/CEO/General Manager,"No.4 Building,Huiqiaoxincheng North District,Baiyun District",510440,China,Guangdong,Guangzhou
5291,"Shenzhen Blackbird Trading Co., Ltd.",https://birdtrading.en.alibaba.com/contactinfo.html,Gold Supplier,4,"facial skin care, face mask, face serum, bodyscrub, beard care",https://birdtrading.en.alibaba.com/company_profile.html#top-nav-bar,"Shenzhen Blackbird Trading Co., Ltd.",4.9,Ms. Tiana Bian,,"Jihua 5th Road, No. 23. Room 308",,China,Guangdong,Foshan
5292,"Guangzhou Ciyan Cosmetics Co., Ltd.",https://ciyancosmetics1.en.alibaba.com/contactinfo.html,Supplier,1,"Mask, Cream, Lotion, Shin Toner, Serums",https://ciyancosmetics1.en.alibaba.com/company_profile.html#top-nav-bar,"Guangzhou Ciyan Cosmetics Co., Ltd.,Supplier",5.0,Ms. Janna Long,Sales,"Building B,10th North Street, Hengli village, Renhe town and Baiyun District,",510470,China,Guangdong,Guangzhou city
5293,Bingo Hair Cosmetic Manufacture Ltd.,https://bingo-color.en.alibaba.com/contactinfo.html,Supplier,13,"Hair Color, Shampoo, Hair Care, Skin Care, Bath Products",https://bingo-color.en.alibaba.com/company_profile.html#top-nav-bar,"Bingo Hair Cosmetic Manufacture Ltd.,Supplier",4.7,Mr. ROYOL WONG,Sales,"No.15 Hengkeng Industrial Park, Xiusheng Road, Renhe Town, Baiyun District",510470,China,Guangdong,Guangzhou
5294,"Shandong Sunjoy Import & Export Co., Ltd.",https://sunjoyexport.en.alibaba.com/contactinfo.html,Gold Supplier,1,"Make up, Face Mask, Skin Care, Lipstick, Baby Diapers",https://sunjoyexport.en.alibaba.com/company_profile.html#top-nav-bar,"Shandong Sunjoy Import & Export Co., Ltd.",5.0,Ms. Vikkie Zhang,,"Room 808, building A, youth pioneer park, No. 375, North road, Dongying district",257000,China,Shandong,Dongying
5295,"Guangzhou Aliry Cosmetics Co., Ltd.",https://aliry.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Skin Care Products, Cosmetics, Cream, Serum, Mask",https://aliry.en.alibaba.com/company_profile.html#top-nav-bar,,,,,,,,,
5296,Beldton GmbH,https://de1149187376cifp.trustpass.alibaba.com/contactinfo.html,Gold Supplier,4,"Nutrition, Hygiene, Personal Care",https://de1149187376cifp.trustpass.alibaba.com/company_profile.html#top-nav-bar,Beldton GmbH,,Mr. Bruno Mendes,Sales,"Cologne Tower, Im Mediapark 8",50670,Germany,NRW,Cologne
5297,"Guangzhou Mebamy Cosmetics Co., Ltd.",https://gzmebamy.en.alibaba.com/contactinfo.html,Supplier,2,"Hair Care, Skin Care, Cosmetics",https://gzmebamy.en.alibaba.com/company_profile.html#top-nav-bar,"Guangzhou Mebamy Cosmetics Co., Ltd.,Supplier",4.0,,,,,,,
5298,"Zhuhai Zhilu Trading Co., Ltd.",https://cnzhilu.en.alibaba.com/contactinfo.html,Gold Supplier,1,"mascara, eyeshadow, lipstick",https://cnzhilu.en.alibaba.com/company_profile.html#top-nav-bar,"Zhuhai Zhilu Trading Co., Ltd.",4.0,Ms. RULING PAN,Marketing,"Guiding Science and Technology Park, No. 570 Jinhe Road, Hongqi Town, Jinwan District",519090,China,Guangdong,Zhuhai
5299,"Zhangjiagang Hongli Rubber-Plastic Products Co., Ltd.",https://zjghl.en.alibaba.com/contactinfo.html,Gold Supplier,11,"Yoga Foam Roller, Balance Pad, Yoga Block, Yoga Mat, Camping Mat",https://zjghl.en.alibaba.com/company_profile.html#top-nav-bar,"Zhangjiagang Hongli Rubber-Plastic Products Co., Ltd.",,Mr. BingFang Zhang,,NANSHA STREET JINGANG TOWN,215632,China,Jiangsu,ZHANGJIAGANG
5300,"Nantong Ondar International Trade Co., Ltd.",https://ondar.en.alibaba.com/contactinfo.html,Supplier,4,"Fitness Equipment (Yoga Mats, Yoga Balls, Foam Roller, Dumbbells, Massage Products)",https://ondar.en.alibaba.com/company_profile.html#top-nav-bar,"Nantong Ondar International Trade Co., Ltd.,Supplier",4.9,Ms. Ondar Nantong,Director/CEO/General Manager,"Room 1008,Shangban,Block A,Huilong New Town,No.106,Zhongxiu Middle Road,Chongchuan,Nantong",226000,China,Jiangsu,nantong
5301,"Shanghai Tiger Fitness Industry Co., Ltd.",https://tigerfitness.en.alibaba.com/contactinfo.html,Supplier,5,"Yoga Ball, Yoga Mat, Foam Roller, Yoga Brick, Massage Ball",https://tigerfitness.en.alibaba.com/company_profile.html#top-nav-bar,"Shanghai Tiger Fitness Industry Co., Ltd.,Supplier",5.0,Ms. Eva Wang,Sales,No 4 of Hongkou District ,200080,China,Shanghai,shanghai 
5302,"Jinan Caiming Wood Co., Ltd.",https://cmflooring.en.alibaba.com/contactinfo.html,Gold Supplier,3,"Laminate wood flooring, HDF board, MDF board, Phenolic compact laminate, HPL sheet",https://cmflooring.en.alibaba.com/company_profile.html#top-nav-bar,"Jinan Caiming Wood Co., Ltd.",,Ms. Honey Wang,,zhang qiu city ,,China,Shandong,Jinan 
5303,"Changzhou Shenzhou Wooden Co., Ltd.",https://jiuzhoufloor.en.alibaba.com/contactinfo.html,Gold Supplier,12,Laminate Flooring,https://jiuzhoufloor.en.alibaba.com/company_profile.html#top-nav-bar,,,,,,,,,
5304,"Beijing BCD Technology Co., Ltd.",https://bambwood.en.alibaba.com/contactinfo.html,Gold Supplier,7,"Solid Bamboo Flooring, WPC Decking, Bamboo Panel, Bamboo Wall Panel, Outdoor Bamboo Decking",https://bambwood.en.alibaba.com/company_profile.html#top-nav-bar,,,Ms. Landy Wu,Sales,"1-2105,No.8 Tonghui Nanlu, Tongzhou Dist, Beijing, China",101100,China,Beijing,Beijing
5305,"Chiping New Decor Building Materials Co., Ltd.",https://chinanewdecor.en.alibaba.com/contactinfo.html,Supplier,6,"Laminate Flooring, Wallpaper, HDF Fireboard, Decoration Paper",https://chinanewdecor.en.alibaba.com/company_profile.html#top-nav-bar,"Chiping New Decor Building Materials Co., Ltd.,Supplier",,Ms. Grace Ning,Sales,INDUSTRY ZONE,252100,China,Shandong,CHIPING
5306,Chiping County Canfield Density Board LLC,https://ntwood.en.alibaba.com/contactinfo.html,Gold Supplier,4,"medium density fiberboard, high density fiberboard, laminate flooring, fire retardant board, color mdf",https://ntwood.en.alibaba.com/company_profile.html#top-nav-bar,Chiping County Canfield Density Board LLC,,Ms. Tina Wang,Sales,Industrial Park Area Thermal Electricity Group Chiping County,252100,China,Shandong,Liaocheng Ciy
5307,"Jiangyin Suofei Electronic Technology Co., Ltd.",https://jysuofei.en.alibaba.com/contactinfo.html,Supplier,9,"Bathroom Scale, Kitchen Scale, Postal Scale, Crane Scale, Luggage Scale, Pocket Scale, Spoon Scale",https://jysuofei.en.alibaba.com/company_profile.html#top-nav-bar,"Jiangyin Suofei Electronic Technology Co., Ltd.,Supplier",4.7,Mr. ping chen,Sales,"No. 48-1  Post Road West Stonebridge Town,Jiangyin City,China",214441,China,Jiangsu,Jiangyin
5308,"Hangzhou Jinjuyou Technology Co., Ltd.",https://magnetictoy.en.alibaba.com/contactinfo.html,Supplier,3,"Magnetic Building Blocks Toys, Crystal Magnetic Blocks Toys, Magnetic Building Tiles Toys, Wooden Educational Toys, Plastic Cube Blocks Toys",https://magnetictoy.en.alibaba.com/company_profile.html#top-nav-bar,"Hangzhou Jinjuyou Technology Co., Ltd.,Supplier",4.9,Mr. Mike Niu,Director/CEO/General Manager,"Baiyang Street No.22 of 2 Street, 16 Block Building 2, Room 1516 ,Economic and Technological Development District",310018,China,Zhejiang,Hangzhou
5309,"Shenzhen Sonka Medical Technology Co., Limited",https://sonka.en.alibaba.com/contactinfo.html,Gold Supplier,11,"Medical kiosk, Health check up stations, Health screening machine, Health kiosk, Health telemedicine solution",https://sonka.en.alibaba.com/company_profile.html#top-nav-bar,"Shenzhen Sonka Medical Technology Co., Limited",5.0,Mr. George Huang,Sales,"Room216,No.5,Qiongyu Road,Science and Technology Park,Nanshan Distric,",518018,China,Guangdong,Shenzhen
5310,WANT ,https://wantbalance2.en.alibaba.com/contactinfo.html,Supplier,2,Electronic Balance,https://wantbalance2.en.alibaba.com/company_profile.html#top-nav-bar,"WANT Balance Instrument Co., Ltd.,Supplier",4.7,Mr. Jay Tang,Director/CEO/General Manager,Hutang S&T Industry Park,,China,Jiangsu,Changzhou
5311," Instrument Co., Ltd.",https://blance.en.alibaba.com/contactinfo.html,Gold Supplier,6,"mug, figurine, flower pot, dinner set, cup",https://blance.en.alibaba.com/company_profile.html#top-nav-bar,"Xiamen Balance Electronic Commerce Co., Ltd.",4.7,Mr. balance feng,Director/CEO/General Manager,"No.2 Building of Yin Sheng Li, Jimei district",361006,China,Fujian,xiamen
5312," Instrument Co., Ltd.",https://balansi.en.alibaba.com/contactinfo.html,Gold Supplier,2,"scope, scope mount, picatinny rail, gun parts &amp; accessories, handguard",https://balansi.en.alibaba.com/company_profile.html#top-nav-bar,"Shanghai Balance International Trade Co., Ltd.",5.0,Ms. wanmei lu,Sales,shanghai,,China,Shanghai,shanghai
5313,Xiamen ,https://earthing-balance.en.alibaba.com/contactinfo.html,Gold Supplier,1,"Conductive Coating, Wireless Earthing Product, Earthing Sheet, Earthing Fabric, Earthing Mat",https://earthing-balance.en.alibaba.com/company_profile.html#top-nav-bar,"EARTHING-BALANCE PRODUCTS CO., LTD.",,Ms. Eda Ou,Sales,"11F., No.5, Aly. 21, Ln. 450, Sec. 5, Chenggong Rd., Neihu Dist.",11490,"Taiwan, China",,Taipei City
5314," Electronic Commerce Co., Ltd.",https://zjbalance.en.alibaba.com/contactinfo.html,Gold Supplier,4,"Balance scooter, segway scooter, mist fan",https://zjbalance.en.alibaba.com/company_profile.html#top-nav-bar,"Zhejiang Balance Electronic Technology Co., Ltd.",,Ms. Joyce Mao,Sales,"No.251 Linruo Road, Songmen Town, Wenling City",317511,China,Zhejiang,Taizhou
5315,Guangzhou ,https://bala-tech.en.alibaba.com/contactinfo.html,Gold Supplier,7,"Heating Element, heating glove, heating Clothing, Heating belt, heating blanket",https://bala-tech.en.alibaba.com/company_profile.html#top-nav-bar,"Shenzhen Century Balance Technology Co., Ltd.",,Mr. John Zheng,Sales,"13P Nanyuan Maple Bldg,1088 Nanshan Road,Nanshan District Shenzhen City",518040,China,Guangdong,Shenzhen
5316," Daily Commodities Co., Ltd.",https://balancer-sh.en.alibaba.com/contactinfo.html,Gold Supplier,13,"tire changer, wheel balancer, car lift, wheel alignment, tyre changer",https://balancer-sh.en.alibaba.com/company_profile.html#top-nav-bar,"Shanghai Balance Automotive Equipment Co., Ltd.",,Ms. Fiona Liu,,"B Building of times commercial center, Yuan Jing rd., Baiyun District",51000,China,Guangdong,Guangzhou
5317,"Yantai Fangda Rotational Molding Co., Ltd.",https://fangdaroto.en.alibaba.com/contactinfo.html,Gold Supplier,11,"Rotomolding Machine, Grinding Machine, Mixer, Rotomolding Mould, Rotomolding Product",https://fangdaroto.en.alibaba.com/company_profile.html#top-nav-bar,"Yantai Fangda Rotational Molding Co., Ltd.",5.0,Ms. Alice Tian,Director/CEO/General Manager,"No.21, Chuangxin Road, Hi-Tech Zone, Yantai, Shandong, 264003, China",264003,China,Shandong,Yantai
5318,"Qingdao Enlightening Electromechanical Co., Ltd.",https://qdlanting.en.alibaba.com/contactinfo.html,Gold Supplier,6,"Plastic Pallet, Plastic Garbage Container, Plastic Pallet Box, Plastic Attached Lid Container, Foldable Large Container, Garbage Bin",https://qdlanting.en.alibaba.com/company_profile.html#top-nav-bar,"Qingdao Enlightening Electromechanical Co., Ltd.",5.0,Mr. Eason Xu,Sales,"No. 467, Changjiang Road, Development Area ",266555,China,Shandong,QINGDAO
5319,"Hangzhou Kylin Import And Export Co., Ltd.",https://kylingm.en.alibaba.com/contactinfo.html,Gold Supplier,1,"Board Game, Dice, Metal bits, Plastic bits, Wooden bits",https://kylingm.en.alibaba.com/company_profile.html#top-nav-bar,"Hangzhou Kylin Import And Export Co., Ltd.",4.9,Ms. Xiao Ling,,Hangzhou phoenix mountain road no. 48,,China,Zhejiang,Hangzhou
5320,"Qingdao CNplast Co., Ltd.",https://cnplasticpallet.en.alibaba.com/contactinfo.html,Supplier,3,"Plastic Pallet, Plastic Garbage Container, Plastic Pallet Box, Plastic Attached Lid Container, Foldable Large Container, Garbage Bin",https://cnplasticpallet.en.alibaba.com/company_profile.html#top-nav-bar,"Qingdao CNplast Co., Ltd.,Supplier",4.8,Mr. Mahendra Xu,Sales,"Room A2003, international trading center,qingdao ,China",266555,China,Shandong,Qingdao
5321,Zhejiang Xinding ,https://xindingplastic.en.alibaba.com/contactinfo.html,Supplier,3,"Plastic products (plastic dustbin, plastic pallet, plastic furniture, plastic pet house, plastic garden series)",https://xindingplastic.en.alibaba.com/company_profile.html#top-nav-bar,"Zhejiang Xinding Plastic Co., Ltd.,Supplier",,Mr. Vincent Chan,Sales,"No. 2267 Jingzhong Rd. Hongjia , Jiaojiang ",318015,China,Zhejiang,Taizhou
5322," Co., Ltd.",https://whicepart.en.alibaba.com/contactinfo.html,Gold Supplier,2,"freezer part, vacuum cleaner part, Refrigeration parts, washing machine part, Microwave oven part",https://whicepart.en.alibaba.com/company_profile.html#top-nav-bar,"Ningbo Whicepart Electric Co., Ltd.",5.0,Mr. HUA ZHANG,Director/CEO/General Manager,"10th Floor, 47of YiDu cultural Square, No. 1349 LiYuan North Road",315016,China,Zhejiang,Ningbo
5323,"Ningbo Whicepart Electric Co., Ltd.",https://pvcmaker.en.alibaba.com/contactinfo.html,Gold Supplier,5,"pp corrugated sheets, plastic formwork, pvc foam boards, plastic pallets, acrylic sheets",https://pvcmaker.en.alibaba.com/company_profile.html#top-nav-bar,"Shandong Green Plastic Co., Ltd.",4.8,Mr. Wade Lee,Marketing,Zhangqiu,250200,China,Shandong,Jinan
5324,Shandong Green ,https://myeudemon.en.alibaba.com/contactinfo.html,Gold Supplier,10,Baby Safety Items,https://myeudemon.en.alibaba.com/company_profile.html#top-nav-bar,"Ningbo Eudemon Child Protective Equipment Co., Ltd.",5.0,Ms. Sophia Jiang,Sales,"No. 99 Hongxia Road, Xiapu, Beilun Ningbo Zhejiang China",315807,China,Zhejiang,Ningbo
5325," Co., Ltd.",https://liyangplastic.en.alibaba.com/contactinfo.html,Gold Supplier,6,"Plastic Pallet, Plastic Dustbin, Turnover Basket, Turnover Box",https://liyangplastic.en.alibaba.com/company_profile.html#top-nav-bar,"Shandong Liyang Plastic Molding Co., Ltd.",5.0,Ms. Winni Zhang,Sales,"Private Industrial Park,Hedong District",,China,Shandong,Linyi 
5326,"Ningbo Eudemon Child Protective Equipment Co., Ltd.",https://amei.en.alibaba.com/contactinfo.html,Gold Supplier,11,"Thick vacuum forming plastic products, Plastic Pallet box, Vacuum forming plastic tray, Capsule beds, SUP board",https://amei.en.alibaba.com/company_profile.html#top-nav-bar,"Shenzhen Amei Brothers Plastic Co., Ltd.",,Mr. peter wang,Director/CEO/General Manager,"No. 1, Junquanwei, Xikeng Community, Henggang St., Longgang Dist.",518115,China,Guangdong,Shenzhen
5327,"Ningbo Songfan Fitness Technology Co., Ltd.",https://songfansport.en.alibaba.com/contactinfo.html,Gold Supplier,4,"handgrip, chest developer, spring excerciser, tpe elastic tube, tourniquet",https://songfansport.en.alibaba.com/company_profile.html#top-nav-bar,"Ningbo Songfan Fitness Technology Co., Ltd.",4.7,Mr. David liu,Director/CEO/General Manager,"No.109 Yun Mo Rd, Yun Long town, Yinzhou District,Ningbo, Zhejaing, China",315104,China,Zhejiang,Ningbo
5328,"ProCircle Fitness Training Products (Suzhou) Co., Ltd.",https://procircle-gymsolution.en.alibaba.com/contactinfo.html,Supplier,4,"Fitness Equipment (Jump Rope, Foam Roller, Resistance Band, Massage Products, Functional, Free Weight, Weightlifting, Outdoor Sports, Boxing, Yoga Products)",https://procircle-gymsolution.en.alibaba.com/company_profile.html#top-nav-bar,"ProCircle Fitness Training Products (Suzhou) Co., Ltd.,Supplier",5.0,Ms. Christina Wong,Sales,No.99 Ren'ai Road ,215000,China,Jiangsu,Suzhou
5329,"Nantong Yiling Sports Co., Ltd.",https://zlin-sports.en.alibaba.com/contactinfo.html,Gold Supplier,3,"DUMBBELL, GYMS, BAGS, MATS, BALLS",https://zlin-sports.en.alibaba.com/company_profile.html#top-nav-bar,"Nantong Yiling Sports Co., Ltd.",5.0,Ms. LING ZHOU,Director/CEO/General Manager,"11/F,BLOCK B,HUI JIN INTERNATIONAL BUILDING,NO.118 GONG NONG ROAD",226010,China,Jiangsu,NANTONG
5330,"Wenzhou Aidi Entertainment Equipment Co., Ltd.",https://kidtime.en.alibaba.com/contactinfo.html,Gold Supplier,6,"indoor playground, soft play, outdoor playground, garden toy, inflatable playground",https://kidtime.en.alibaba.com/company_profile.html#top-nav-bar,"Wenzhou Aidi Entertainment Equipment Co., Ltd.",5.0,Ms. Max Ma,,Lucheng district,,China,Zhejiang,wenzhou
5331,"Ningbo Choice Development Co., Ltd.",https://choice-cn.en.alibaba.com/contactinfo.html,Supplier,3,Sport and Fitness Products,https://choice-cn.en.alibaba.com/company_profile.html#top-nav-bar,"Ningbo Choice Development Co., Ltd.,Supplier",4.6,Mr. Mike Wang,Director/CEO/General Manager,"Room9-14, 12/F., Ziyuan 1th Building,  396th Shidai East Road, Ninghai",315600,China,Zhejiang,ningbo
5332,"Nantong Get Power Fitness Equipment Co., Ltd.",https://getpowerfitness.en.alibaba.com/contactinfo.html,Gold Supplier,1,"DUMBBELL, BARBELL, POWER RACK, YOGA SERIES, KETTLEBELL",https://getpowerfitness.en.alibaba.com/company_profile.html#top-nav-bar,"Nantong Get Power Fitness Equipment Co., Ltd.",,,,,,China,,
5333,"Dongguan Yimei Garment Co., Ltd.",https://loveyimei.en.alibaba.com/contactinfo.html,Gold Supplier,1,"Bikini, T-shirts, Hoodies, Swimwear, Sportswear",https://loveyimei.en.alibaba.com/company_profile.html#top-nav-bar,"Dongguan Yimei Garment Co., Ltd.",4.9,love yimei,,,,China,,
5334,"Dongguan Xiangtefei Fashion Co., Ltd.",https://cn-bikini.en.alibaba.com/contactinfo.html,Gold Supplier,1,"T-shirt, Monogrammed long-sleeved, Bikini, Yoga suit, Customized clothing",https://cn-bikini.en.alibaba.com/company_profile.html#top-nav-bar,"Dongguan Xiangtefei Fashion Co., Ltd.",5.0,Ms. Kim W,Sales,longhua,518000,China,Guangdong,Shenzhen
5335,"Yiwu Dingyi E-Commerce Co., Ltd.",https://1dingyi.en.alibaba.com/contactinfo.html,Gold Supplier,1,Household items,https://1dingyi.en.alibaba.com/company_profile.html#top-nav-bar,"Yiwu Dingyi E-Commerce Co., Ltd.",4.8,Ms. Lichal Luo,,Houzhe,322000,China,Zhejiang,City of Yiwu
5336,"Changzhou Runyuan Plastic Products Co., Ltd.",https://czrunyuan.en.alibaba.com/contactinfo.html,Gold Supplier,3,"Jumping animal, Yoga ball, inflatable toys, bounce balls, hopping toys",https://czrunyuan.en.alibaba.com/company_profile.html#top-nav-bar,"Changzhou Runyuan Plastic Products Co., Ltd.",4.8,Ms. Sabella Sha,Director/CEO/General Manager,"309#Xia'an, Yaoguan Town",213000,China,Jiangsu,Changzhou
5337,"Yiwu Jianyu Import And Export Co., Ltd.",https://jianyusports.en.alibaba.com/contactinfo.html,Gold Supplier,2,"beach ball, make up sponge, magic cube, judo mat, tatami mat",https://jianyusports.en.alibaba.com/company_profile.html#top-nav-bar,"Yiwu Jianyu Import And Export Co., Ltd.",4.3,Mr. Felix Zhang,Sales,"China (Mainland) Yunnan Yiwu  No.55 Qiushi Road, Beiyuan Industrial District, Yiwu City, Zhejiang Province, China",322000,China,Zhejiang,Yiwu
5338,"Hebei Aohukang Trading Co., Ltd.",https://ohoco.en.alibaba.com/contactinfo.html,Gold Supplier,3,"waist support belt, posture correcter, Maternity Belt, knee brace, neck traction",https://ohoco.en.alibaba.com/company_profile.html#top-nav-bar,"Hebei Aohukang Trading Co., Ltd.",4.9,Mr. Eiffel Li,Sales,Enjoy city 1# 810 No.11 Zhongshan east road. Qiaodong ,050000,China,Hebei,Shijiazhuang
5339,Zhejiang Jueshuai Electrical&Mechanical ,https://ebikes.en.alibaba.com/contactinfo.html,Gold Supplier,9,"Electric Bicycle, Electric Scooter, Electric Motorcycle, Electric Tricycle, Electric Bike Kits",https://ebikes.en.alibaba.com/company_profile.html#top-nav-bar,"Zhejiang Jueshuai Electrical&Mechanical Technology Co., Ltd.",3.8,Ms. Jophy Xie,Sales,"Baishui Industrial Zone, Tianhuangping Town, Anji County",313302,China,Zhejiang,Huzhou
5340," Co., Ltd.",https://sunny01.en.alibaba.com/contactinfo.html,Gold Supplier,12,"Co2 Laser Surgical System, Diode Laser Therapy Machine, Lipo Laser Slim Machine, Smoke Evacuator, Co2 Fractional Laser Machine",https://sunny01.en.alibaba.com/company_profile.html#top-nav-bar,"Sunny Optoelectronic Technology Co., Ltd.",,Mr. Ernst Huang,Director/CEO/General Manager,201 No.1661 Jialuo road,201808,China,Shanghai,Jiading District
5341,Sunny Optoelectronic ,https://tucsonradio.en.alibaba.com/contactinfo.html,Gold Supplier,2,"phone, xiaomi",https://tucsonradio.en.alibaba.com/company_profile.html#top-nav-bar,"Quanzhou Tucson Age Security Technology Co., Ltd.",5.0,Ms. Chris Chen,Sales,Fengze district,,China,Fujian,Quanzhou
5342," Co., Ltd.",https://honkonlaser.en.alibaba.com/contactinfo.html,Supplier,14,Beauty Equipment,https://honkonlaser.en.alibaba.com/company_profile.html#top-nav-bar,"Beijing Honkon Technologies Co., Ltd.,Supplier",5.0,Ms. Nancy Liu,Marketing,"Bldg. 72, No. 16, Huanke Middle Rd., Jinqiao Tech Industrial Base, Tongzhouyuan, Zhongguancun Tech Park, Tongzhou Dist.",101102,China,Beijing,Beijing
5343,Quanzhou Tucson Age Security ,https://ukaye.en.alibaba.com/contactinfo.html,Gold Supplier,3,"Electric bicycle, Electric Scooter, Electric Vehicle",https://ukaye.en.alibaba.com/company_profile.html#top-nav-bar,"Zhejiang Youqi Technology Co., Ltd.",4.4,Ms. Zoe Zhao,Sales,"number 229, dongda street",317500,China,Zhejiang,Wenling
5344," Co., Ltd.",https://metoslaser.en.alibaba.com/contactinfo.html,Gold Supplier,6,"IPL Elight System, Nd YAG Laser System, Diode laser System, Fractional CO2 Laser System, Slimming System",https://metoslaser.en.alibaba.com/company_profile.html#top-nav-bar,"Beijing Metos Technology Co., Ltd.",4.9,Ms. Vicky Metos,Director/CEO/General Manager,"Room 1410, No. 125 building, Dongbalizhuang, Shilipu, Chaoyang District, Beijing",100025,China,Beijing,Beijing
5345,Beijing Honkon ,https://nerch.en.alibaba.com/contactinfo.html,Gold Supplier,6,electric unicycle,https://nerch.en.alibaba.com/company_profile.html#top-nav-bar,"Guangzhou Nerch Electronic Technology Co., Ltd.",4.7,Ms. Sunny Guo,Sales,"Third And Four Floor, No. 244, North Section, Shixin Road, Kengtou Village, Nancun Town, Panyu District",,China,Guangdong,guangzhou
5346," Co., Ltd.",https://szsincoheren.en.alibaba.com/contactinfo.html,Gold Supplier,4,"Beauty equipment, medical cosmetic device, skin care produkt",https://szsincoheren.en.alibaba.com/company_profile.html#top-nav-bar,"Beijing Sincoheren Science And Technology Development Co., Ltd.",0.0,Ms. Lynn Wang,Director/CEO/General Manager,"sinnotrans plaza. A-4,xizhimen north str.",100044,China,Beijing,beijingbeijing
5347," Co., Ltd.",https://fblaser.en.alibaba.com/contactinfo.html,Gold Supplier,11,"808nm Diode Laser Hair Removal, OPT SHR E-light and IPL Machine, Long Pulse Nd Yag Laser Hair Removal, Cryolipolysis Machine, Micro Needle Fractional RF Machine",https://fblaser.en.alibaba.com/company_profile.html#top-nav-bar,"Beijing Forever Beauty Laser Technology Development Co., Ltd.",0.0,Ms. Cassie Zhao,Sales, First Floor #5 YingTaiYang S-I Liangxiang Industrail Area #58 LiangGuan Street LiangXiang FangShan Beijing China.,102488,China,Beijing,FangShan
5348,"Zhenjiang Deep Fitness Co., Ltd.",https://deepfitness.en.alibaba.com/contactinfo.html,Gold Supplier,2,"Resistance Band, Resistance Loop Bands, Exercise Band, Latex Band, Jump Rope",https://deepfitness.en.alibaba.com/company_profile.html#top-nav-bar,"Zhenjiang Deep Fitness Co., Ltd.",5.0,Ms. Joyce Wang,Sales,"Building B,466th,Zhihui Road,New District",212000,China,Jiangsu,Zhenjiang City
5349," Fitness Co., Ltd.",https://wuze.en.alibaba.com/contactinfo.html,Gold Supplier,5,"fitness equipment, body crunch, 5 mins shaper, stepper, mini bike",https://wuze.en.alibaba.com/company_profile.html#top-nav-bar,"Jinhua Wuze Hardware Manufacture Co., Ltd.",,Ms. Kaisely Xu,Sales,"No 608, Bada Road,Qiubin Industrial Zone, Jinhua City, Zhejiang ",321306,China,Zhejiang,JinHua
